"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","subject_id","study_id","session_id","rt","stimulus","response","spk","sentence_id","prev_spk","label","correct"
"","","","","","html-keyboard-response","398","2.1.0","509782","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","399","2.1.0","510677","","","","891","audio/493_527_redo2.wav","k","493","527","752","calm",""
"","","","","","html-keyboard-response","400","2.1.0","511181","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","401","2.1.0","512699","","","","1520","audio/573_708_B3.wav","d","573","708","493","nervous",""
"","","","","","html-keyboard-response","402","2.1.0","513203","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","403","2.1.0","514302","","","","1093","audio/493_621_B4.wav","k","493","621","573","calm",""
"","","","","","html-keyboard-response","404","2.1.0","514809","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","405","2.1.0","516100","","","","1291","audio/573_710_B4.wav","d","573","710","493","nervous",""
"","","","","","html-keyboard-response","406","2.1.0","516602","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","407","2.1.0","517906","","","","1307","audio/752_516_B1.wav","d","752","516","573","nervous",""
"","","","","","html-keyboard-response","408","2.1.0","518411","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","409","2.1.0","519569","","","","1163","audio/752_716_B4.wav","d","752","716","752","nervous",""
"","","","","","html-keyboard-response","410","2.1.0","520076","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","411","2.1.0","520773","","","","693","audio/672_515_B2.wav","k","672","515","752","calm",""
"","","","","","html-keyboard-response","412","2.1.0","521279","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","413","2.1.0","522893","","","","1616","audio/573_512_B1.wav","k","573","512","672","calm",""
"","","","","","html-keyboard-response","414","2.1.0","523400","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","415","2.1.0","524533","","","","1131","audio/672_521_B2.wav","k","672","521","573","calm",""
"","","","","","html-keyboard-response","416","2.1.0","525040","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","417","2.1.0","526415","","","","1376","audio/493_611_B3.wav","k","493","611","672","calm",""
"","","","","","html-keyboard-response","418","2.1.0","526921","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","419","2.1.0","529696","","","","2773","audio/573_714_B3.wav","k","573","714","493","calm",""
"","","","","","html-keyboard-response","420","2.1.0","530198","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","421","2.1.0","531126","","","","928","audio/752_610_B4.wav","d","752","610","573","nervous",""
"","","","","","html-keyboard-response","422","2.1.0","531634","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","423","2.1.0","533517","","","","1883","audio/493_510_B1.wav","k","493","510","752","calm",""
"","","","","","html-keyboard-response","424","2.1.0","534020","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","425","2.1.0","537090","","","","3072","audio/672_722_B3.wav","k","672","722","493","calm",""
"","","","","","html-keyboard-response","426","2.1.0","537598","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","427","2.1.0","539199","","","","1600","audio/573_614_B3.wav","k","573","614","672","calm",""
"","","","","","html-keyboard-response","428","2.1.0","539701","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","429","2.1.0","540968","","","","1269","audio/573_724_B3.wav","k","573","724","573","calm",""
"","","","","","html-keyboard-response","430","2.1.0","541475","","","","null","","null","","","","",""
"","","","","","html-button-response","431","2.1.0","547196","","","","5717","This is an attention check. Please select which labels you were using in the previous block.","1","","","","","true"
"","","","","","html-keyboard-response","432","2.1.0","550201","","","","null","
  <div class=""header_container""><div class=""header"">BLOCK 5</div></div>
  ","null","","","","",""
"","","","","","audio-keyboard-response","433","2.1.0","556552","","","","6352","audio/672_526_B2.wav","d","672","526","573","sharp",""
"","","","","","html-keyboard-response","434","2.1.0","557055","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","435","2.1.0","559310","","","","2256","audio/752_523_B2.wav","k","752","523","672","dull",""
"","","","","","html-keyboard-response","436","2.1.0","559818","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","437","2.1.0","561235","","","","1419","audio/752_520_B1.wav","k","752","520","752","dull",""
"","","","","","html-keyboard-response","438","2.1.0","561742","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","439","2.1.0","564514","","","","2773","audio/493_718_B3.wav","k","493","718","752","dull",""
"","","","","","html-keyboard-response","440","2.1.0","565017","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","441","2.1.0","567159","","","","2144","audio/573_704_B3.wav","d","573","704","493","sharp",""
"","","","","","html-keyboard-response","442","2.1.0","567666","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","443","2.1.0","568553","","","","885","audio/573_708_B3.wav","d","573","708","573","sharp",""
"","","","","","html-keyboard-response","444","2.1.0","569057","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","445","2.1.0","571339","","","","2283","audio/672_722_B3.wav","d","672","722","573","sharp",""
"","","","","","html-keyboard-response","446","2.1.0","571847","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","447","2.1.0","574531","","","","2683","audio/493_532_B1.wav","d","493","532","672","sharp",""
"","","","","","html-keyboard-response","448","2.1.0","575037","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","449","2.1.0","578601","","","","3563","audio/672_605_B4.wav","d","672","605","493","sharp",""
"","","","","","html-keyboard-response","450","2.1.0","579105","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","451","2.1.0","580215","","","","1115","audio/752_614_B4.wav","k","752","614","672","dull",""
"","","","","","html-keyboard-response","452","2.1.0","580720","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","453","2.1.0","583685","","","","2965","audio/672_537_B1.wav","d","672","537","752","sharp",""
"","","","","","html-keyboard-response","454","2.1.0","584189","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","455","2.1.0","587715","","","","3525","audio/493_616_B3.wav","d","493","616","672","sharp",""
"","","","","","html-keyboard-response","456","2.1.0","588220","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","457","2.1.0","590048","","","","1824","audio/573_710_B4.wav","d","573","710","493","sharp",""
"","","","","","html-keyboard-response","458","2.1.0","590554","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","459","2.1.0","592722","","","","2171","audio/752_709_B4.wav","d","752","709","573","sharp",""
"","","","","","html-keyboard-response","460","2.1.0","593228","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","461","2.1.0","595662","","","","2432","audio/672_604_B4.wav","d","672","604","752","sharp",""
"","","","","","html-keyboard-response","462","2.1.0","596169","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","463","2.1.0","599274","","","","3104","audio/752_727_B4.wav","k","752","727","672","dull",""
"","","","","","html-keyboard-response","464","2.1.0","599782","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","465","2.1.0","600990","","","","1211","audio/493_622_B3.wav","d","493","622","752","sharp",""
"","","","","","html-keyboard-response","466","2.1.0","601494","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","467","2.1.0","602474","","","","976","audio/672_621_B3.wav","d","672","621","493","sharp",""
"","","","","","html-keyboard-response","468","2.1.0","602991","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","469","2.1.0","604037","","","","1045","audio/493_715_B3.wav","d","493","715","672","sharp",""
"","","","","","html-keyboard-response","470","2.1.0","604545","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","471","2.1.0","605285","","","","736","audio/752_506_B2.wav","k","752","506","493","dull",""
"","","","","","html-keyboard-response","472","2.1.0","605788","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","473","2.1.0","606734","","","","944","audio/672_724_B4.wav","d","672","724","752","sharp",""
"","","","","","html-keyboard-response","474","2.1.0","607237","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","475","2.1.0","608326","","","","1093","audio/573_508_B1.wav","d","573","508","672","sharp",""
"","","","","","html-keyboard-response","476","2.1.0","608833","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","477","2.1.0","610103","","","","1269","audio/573_716_B3.wav","d","573","716","573","sharp",""
"","","","","","html-keyboard-response","478","2.1.0","610608","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","479","2.1.0","612657","","","","2053","audio/573_510_B1.wav","d","573","510","573","sharp",""
"","","","","","html-keyboard-response","480","2.1.0","613162","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","481","2.1.0","615619","","","","2459","audio/672_707_B4.wav","d","672","707","573","sharp",""
"","","","","","html-keyboard-response","482","2.1.0","616126","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","483","2.1.0","617974","","","","1851","audio/493_511_B1.wav","k","493","511","672","dull",""
"","","","","","html-keyboard-response","484","2.1.0","618478","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","485","2.1.0","619986","","","","1509","audio/672_512_B1.wav","d","672","512","493","sharp",""
"","","","","","html-keyboard-response","486","2.1.0","620491","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","487","2.1.0","621616","","","","1125","audio/573_620_B3.wav","d","573","620","672","sharp",""
"","","","","","html-keyboard-response","488","2.1.0","622119","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","489","2.1.0","623960","","","","1840","audio/493_516_B1.wav","d","493","516","573","sharp",""
"","","","","","html-keyboard-response","490","2.1.0","624467","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","491","2.1.0","625735","","","","1269","audio/752_714_B4.wav","k","752","714","493","dull",""
"","","","","","html-keyboard-response","492","2.1.0","626241","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","493","2.1.0","627608","","","","1365","audio/573_507_B1.wav","d","573","507","752","sharp",""
"","","","","","html-keyboard-response","494","2.1.0","628115","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","495","2.1.0","629939","","","","1824","audio/752_527_B2.wav","k","752","527","573","dull",""
"","","","","","html-keyboard-response","496","2.1.0","630447","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","497","2.1.0","631790","","","","1344","audio/752_723_B4.wav","k","752","723","752","dull",""
"","","","","","html-keyboard-response","498","2.1.0","632292","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","499","2.1.0","633817","","","","1525","audio/493_713_B3.wav","d","493","713","752","sharp",""
"","","","","","html-keyboard-response","500","2.1.0","634320","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","501","2.1.0","635469","","","","1147","audio/573_509_B1.wav","d","573","509","493","sharp",""
"","","","","","html-keyboard-response","502","2.1.0","635975","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","503","2.1.0","637732","","","","1755","audio/752_606_B4.wav","k","752","606","573","dull",""
"","","","","","html-keyboard-response","504","2.1.0","638239","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","505","2.1.0","640431","","","","2192","audio/573_717_B4.wav","d","573","717","752","sharp",""
"","","","","","html-keyboard-response","506","2.1.0","640939","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","507","2.1.0","643089","","","","2149","audio/573_518_B1.wav","d","573","518","573","sharp",""
"","","","","","html-keyboard-response","508","2.1.0","643594","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","509","2.1.0","645773","","","","2181","audio/672_521_B2.wav","d","672","521","573","sharp",""
"","","","","","html-keyboard-response","510","2.1.0","646283","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","511","2.1.0","648591","","","","2309","audio/493_534_B1.wav","k","493","534","672","dull",""
"","","","","","html-keyboard-response","512","2.1.0","649099","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","513","2.1.0","651485","","","","2384","audio/672_725_B4.wav","d","672","725","493","sharp",""
"","","","","","html-keyboard-response","514","2.1.0","651989","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","515","2.1.0","653071","","","","1083","audio/752_705_B4.wav","k","752","705","672","dull",""
"","","","","","html-keyboard-response","516","2.1.0","653576","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","517","2.1.0","654986","","","","1408","audio/493_540_B2.wav","d","493","540","752","sharp",""
"","","","","","html-keyboard-response","518","2.1.0","655494","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","519","2.1.0","657439","","","","1941","audio/573_618_B3.wav","d","573","618","493","sharp",""
"","","","","","html-keyboard-response","520","2.1.0","657945","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","521","2.1.0","660425","","","","2480","audio/493_720_B3.wav","k","493","720","573","dull",""
"","","","","","html-keyboard-response","522","2.1.0","660932","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","523","2.1.0","662142","","","","1211","audio/672_615_B4.wav","d","672","615","493","sharp",""
"","","","","","html-keyboard-response","524","2.1.0","662647","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","525","2.1.0","663648","","","","997","audio/752_609_B4.wav","k","752","609","672","dull",""
"","","","","","html-keyboard-response","526","2.1.0","664155","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","527","2.1.0","665610","","","","1451","audio/493_619_B3.wav","d","493","619","752","sharp",""
"","","","","","html-keyboard-response","528","2.1.0","666115","","","","null","","null","","","","",""
"","","","","","html-keyboard-response","529","2.1.0","669119","","","","null","
  <div class=""header_container""><div class=""header"">BLOCK 6</div></div>
  ","null","","","","",""
"","","","","","audio-keyboard-response","530","2.1.0","670486","","","","1371","audio/672_620_B3.wav","k","672","620","493","feminine",""
"","","","","","html-keyboard-response","531","2.1.0","670994","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","532","2.1.0","672117","","","","1120","audio/672_616_B3.wav","k","672","616","672","feminine",""
"","","","","","html-keyboard-response","533","2.1.0","672620","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","534","2.1.0","674783","","","","2160","audio/752_540_B1.wav","d","752","540","672","masculine",""
"","","","","","html-keyboard-response","535","2.1.0","675291","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","536","2.1.0","676406","","","","1120","audio/493_531_B1.wav","k","493","531","752","feminine",""
"","","","","","html-keyboard-response","537","2.1.0","676907","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","538","2.1.0","678972","","","","2064","audio/752_608_B4.wav","k","752","608","493","feminine",""
"","","","","","html-keyboard-response","539","2.1.0","679480","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","540","2.1.0","681348","","","","1867","audio/573_516_B1.wav","k","573","516","752","feminine",""
"","","","","","html-keyboard-response","541","2.1.0","681852","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","542","2.1.0","684182","","","","2331","audio/573_607_B4.wav","d","573","607","573","masculine",""
"","","","","","html-keyboard-response","543","2.1.0","684690","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","544","2.1.0","687005","","","","2315","audio/573_606_B4.wav","d","573","606","573","masculine",""
"","","","","","html-keyboard-response","545","2.1.0","687513","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","546","2.1.0","690419","","","","2907","audio/493_513_B1.wav","k","493","513","573","feminine",""
"","","","","","html-keyboard-response","547","2.1.0","690928","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","548","2.1.0","693545","","","","2619","audio/752_716_B4.wav","k","752","716","493","feminine",""
"","","","","","html-keyboard-response","549","2.1.0","694050","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","550","2.1.0","696148","","","","2096","audio/493_521_B2.wav","k","493","521","752","feminine",""
"","","","","","html-keyboard-response","551","2.1.0","696656","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","552","2.1.0","697468","","","","811","audio/573_508_B1.wav","k","573","508","493","feminine",""
"","","","","","html-keyboard-response","553","2.1.0","697977","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","554","2.1.0","698369","","","","395","audio/752_604_B4.wav","k","752","604","573","feminine",""
"","","","","","html-keyboard-response","555","2.1.0","698874","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","556","2.1.0","699577","","","","704","audio/493_622_B3.wav","k","493","622","752","feminine",""
"","","","","","html-keyboard-response","557","2.1.0","700085","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","558","2.1.0","701247","","","","1163","audio/573_708_B3.wav","k","573","708","493","feminine",""
"","","","","","html-keyboard-response","559","2.1.0","701753","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","560","2.1.0","702643","","","","891","audio/573_707_B3.wav","k","573","707","573","feminine",""
"","","","","","html-keyboard-response","561","2.1.0","703149","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","562","2.1.0","703862","","","","709","audio/752_511_B2.wav","k","752","511","573","feminine",""
"","","","","","html-keyboard-response","563","2.1.0","704367","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","564","2.1.0","705547","","","","1184","audio/672_535_B1.wav","k","672","535","752","feminine",""
"","","","","","html-keyboard-response","565","2.1.0","706051","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","566","2.1.0","707132","","","","1083","audio/752_505_B2.wav","k","752","505","672","feminine",""
"","","","","","html-keyboard-response","567","2.1.0","707635","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","568","2.1.0","708193","","","","560","audio/493_523_B1.wav","k","493","523","752","feminine",""
"","","","","","html-keyboard-response","569","2.1.0","708698","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","570","2.1.0","709528","","","","832","audio/752_713_B4.wav","k","752","713","493","feminine",""
"","","","","","html-keyboard-response","571","2.1.0","710033","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","572","2.1.0","710773","","","","736","audio/752_527_B2.wav","k","752","527","752","feminine",""
"","","","","","html-keyboard-response","573","2.1.0","711280","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","574","2.1.0","711677","","","","395","audio/672_613_B4.wav","k","672","613","752","feminine",""
"","","","","","html-keyboard-response","575","2.1.0","712180","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","576","2.1.0","712743","","","","565","audio/672_705_B3.wav","k","672","705","672","feminine",""
"","","","","","html-keyboard-response","577","2.1.0","713245","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","578","2.1.0","714278","","","","1035","audio/573_605_B3.wav","k","573","605","672","feminine",""
"","","","","","html-keyboard-response","579","2.1.0","714811","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","580","2.1.0","715935","","","","1120","audio/573_723_B3.wav","k","573","723","573","feminine",""
"","","","","","html-keyboard-response","581","2.1.0","716439","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","582","2.1.0","717353","","","","912","audio/493_710_B3.wav","k","493","710","573","feminine",""
"","","","","","html-keyboard-response","583","2.1.0","717858","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","584","2.1.0","719265","","","","1408","audio/493_512_B1.wav","d","493","512","493","masculine",""
"","","","","","html-keyboard-response","585","2.1.0","719821","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","586","2.1.0","720082","","","","261","audio/493_538_B1.wav","k","493","538","493","feminine",""
"","","","","","html-keyboard-response","587","2.1.0","720587","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","588","2.1.0","720923","","","","336","audio/672_725_B4.wav","d","672","725","493","masculine",""
"","","","","","html-keyboard-response","589","2.1.0","721431","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","590","2.1.0","721754","","","","320","audio/752_533_B2.wav","k","752","533","672","feminine",""
"","","","","","html-keyboard-response","591","2.1.0","722258","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","592","2.1.0","722538","","","","283","audio/493_610_B3.wav","k","493","610","752","feminine",""
"","","","","","html-keyboard-response","593","2.1.0","723044","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","594","2.1.0","723372","","","","331","audio/573_609_B4.wav","k","573","609","493","feminine",""
"","","","","","html-keyboard-response","595","2.1.0","723875","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","596","2.1.0","724714","","","","837","audio/672_509_B2.wav","k","672","509","573","feminine",""
"","","","","","html-keyboard-response","597","2.1.0","725220","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","598","2.1.0","726534","","","","1317","audio/752_721_B4.wav","k","752","721","672","feminine",""
"","","","","","html-keyboard-response","599","2.1.0","727038","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","600","2.1.0","728064","","","","1029","audio/752_614_B4.wav","k","752","614","752","feminine",""
"","","","","","html-keyboard-response","601","2.1.0","728570","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","602","2.1.0","729157","","","","592","audio/573_617_B3.wav","k","573","617","752","feminine",""
"","","","","","html-keyboard-response","603","2.1.0","729661","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","604","2.1.0","730373","","","","715","audio/493_539_B2.wav","k","493","539","573","feminine",""
"","","","","","html-keyboard-response","605","2.1.0","730876","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","606","2.1.0","731531","","","","656","audio/672_520_B2.wav","k","672","520","493","feminine",""
"","","","","","html-keyboard-response","607","2.1.0","732037","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","608","2.1.0","733141","","","","1104","audio/752_507_B2.wav","d","752","507","672","masculine",""
"","","","","","html-keyboard-response","609","2.1.0","733647","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","610","2.1.0","734802","","","","1157","audio/672_532_B2.wav","k","672","532","752","feminine",""
"","","","","","html-keyboard-response","611","2.1.0","735305","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","612","2.1.0","737481","","","","2176","audio/493_709_B3.wav","k","493","709","672","feminine",""
"","","","","","html-keyboard-response","613","2.1.0","737988","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","614","2.1.0","739385","","","","1397","audio/493_625_B4.wav","k","493","625","493","feminine",""
"","","","","","html-keyboard-response","615","2.1.0","739888","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","616","2.1.0","740346","","","","453","audio/672_615_B4.wav","k","672","615","493","feminine",""
"","","","","","html-keyboard-response","617","2.1.0","740851","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","618","2.1.0","741587","","","","736","audio/672_717_B4.wav","k","672","717","672","feminine",""
"","","","","","html-keyboard-response","619","2.1.0","742095","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","620","2.1.0","743980","","","","1888","audio/573_715_B3.wav","k","573","715","672","feminine",""
"","","","","","html-keyboard-response","621","2.1.0","744482","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","622","2.1.0","745693","","","","1211","audio/573_714_B3.wav","k","573","714","573","feminine",""
"","","","","","html-keyboard-response","623","2.1.0","746200","","","","null","","null","","","","",""
"","","","","","audio-keyboard-response","624","2.1.0","748193","","","","1995","audio/672_510_B1.wav","k","672","510","573","feminine",""
"","","","","","html-keyboard-response","625","2.1.0","748699","","","","null","","null","","","","",""
"","","","","","html-button-response","626","2.1.0","750263","","","","1561","<p>You have completed the listening trials. You will now be directed to a short demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>","0","","","","",""
"","","","","","survey","627","3.0.0","753311","","","","2983","","{""question1"":null,""understood"":null,""age"":null,""gender"":null,""race"":null,""ethnicity"":null,""language"":null,""education"":null,""enjoy"":null,""payment"":null,""comments"":null}","","","","",""
